partner_id,partner_segment,region,channel,price_band,quality_score,eligible_for_test,treatment_group,baseline_commission_rate,test_incentive_rate,bookings_before,bookings_after,adr,gross_revenue_before,gross_revenue_after,platform_margin_before,platform_margin_after,cancellation_rate_before,cancellation_rate_after,cannibalization_pressure,booking_delta,revenue_delta,margin_delta
100280,Growth,South Europe,Direct,Midscale,87.1,1,0,0.155,0.0,204,222,130.49,26620.02,28968.84,4126.1,4490.17,0.0794,0.0742,0.01,18,2348.8199999999997,364.0699999999997
100281,Growth,North Europe,Direct,Midscale,70.8,1,1,0.155,0.025,193,210,119.03,22972.98,24996.51,3560.81,3249.55,0.1124,0.1413,0.01,17,2023.5299999999988,-311.25999999999976
100282,Growth,North Europe,Mobile,Midscale,80.2,1,0,0.155,0.0,309,357,111.58,34478.28,39834.13,5344.13,6174.29,0.1059,0.107,0.01,48,5355.8499999999985,830.1599999999999
100283,Growth,North Europe,Direct,Midscale,65.3,0,0,0.155,0.0,168,160,93.81,15760.44,15009.94,2442.87,2326.54,0.1348,0.1497,0.01,-8,-750.5,-116.32999999999993
100284,Core,North Europe,Mobile,Upscale,71.6,1,0,0.165,0.0,199,224,261.33,52003.92,58537.08,8580.65,9658.62,0.0722,0.0803,0.01,25,6533.1600000000035,1077.9700000000012
100285,Core,Central Europe,Direct,Midscale,71.2,1,1,0.165,0.025,275,299,129.36,35573.02,38677.57,5869.55,5414.86,0.1064,0.1099,0.01,24,3104.550000000003,-454.6900000000005
100286,Growth,West Europe,Direct,Midscale,87.0,1,1,0.155,0.025,283,305,133.47,37772.75,40709.15,5854.78,5292.19,0.0743,0.067,0.025,22,2936.4000000000015,-562.5900000000001
100287,Core,Central Europe,Direct,Midscale,86.0,1,1,0.165,0.025,104,113,117.55,12225.49,13283.47,2017.21,1859.69,0.082,0.0926,0.01,9,1057.9799999999996,-157.51999999999998
100288,Core,North Europe,Mobile,Midscale,80.8,1,0,0.165,0.0,114,117,136.74,15587.94,15998.15,2572.01,2639.7,0.1119,0.1107,0.01,3,410.2099999999991,67.6899999999996
100289,Growth,South Europe,Affiliate,Upscale,64.5,0,0,0.155,0.0,226,233,222.09,50191.5,51746.1,7779.68,8020.65,0.1327,0.1324,0.01,7,1554.5999999999985,240.96999999999935
100290,Premium,West Europe,Direct,Midscale,74.9,0,0,0.175,0.0,196,192,158.99,31162.55,30526.58,5453.45,5342.15,0.1318,0.1342,0.025,-4,-635.9699999999975,-111.30000000000018
100291,Growth,West Europe,Mobile,Midscale,70.5,1,0,0.155,0.0,110,103,131.44,14458.87,13538.76,2241.12,2098.51,0.1123,0.104,0.025,-7,-920.1100000000006,-142.60999999999967
100292,Long Tail,Central Europe,Affiliate,Budget,86.7,0,0,0.15,0.0,115,112,81.04,9319.96,9076.83,1397.99,1361.52,0.0809,0.0787,0.01,-3,-243.1299999999992,-36.47000000000003
100293,Growth,Central Europe,Direct,Midscale,89.8,1,0,0.155,0.0,273,232,139.47,38075.5,32357.2,5901.7,5015.37,0.0739,0.0881,0.01,-41,-5718.299999999999,-886.3299999999999
100294,Long Tail,Central Europe,Corporate,Midscale,88.6,0,0,0.15,0.0,127,137,104.15,13227.61,14269.16,1984.14,2140.37,0.0382,0.0298,0.01,10,1041.5499999999993,156.2299999999998
100295,Long Tail,North Europe,Direct,Midscale,70.4,0,0,0.15,0.0,129,115,133.01,17157.71,15295.63,2573.66,2294.35,0.1352,0.1229,0.01,-14,-1862.08,-279.30999999999995
100296,Long Tail,North Europe,Direct,Midscale,50.6,0,0,0.15,0.0,99,97,107.82,10673.81,10458.18,1601.07,1568.73,0.1157,0.115,0.01,-2,-215.6299999999992,-32.33999999999992
100297,Premium,South Europe,Affiliate,Budget,60.3,0,0,0.175,0.0,162,171,76.12,12331.93,13017.04,2158.09,2277.98,0.1256,0.112,0.01,9,685.1100000000006,119.88999999999987
100298,Premium,West Europe,Direct,Upscale,92.2,0,0,0.175,0.0,288,310,211.6,60942.16,65597.46,10664.88,11479.56,0.0945,0.0738,0.01,22,4655.300000000003,814.6800000000003
100299,Core,South Europe,Direct,Midscale,74.0,1,0,0.165,0.0,99,83,143.4,14196.92,11902.46,2342.49,1963.91,0.0667,0.0625,0.01,-16,-2294.460000000001,-378.5799999999997
100300,Premium,West Europe,Mobile,Upscale,70.5,0,0,0.175,0.0,167,166,256.69,42867.25,42610.56,7501.77,7456.85,0.0786,0.096,0.01,-1,-256.6900000000023,-44.92000000000007
100301,Growth,West Europe,Direct,Budget,94.4,1,1,0.155,0.025,317,360,54.38,17239.14,19577.57,2672.07,2545.08,0.1138,0.125,0.01,43,2338.4300000000003,-126.99000000000024
100302,Core,Central Europe,Mobile,Midscale,90.7,1,1,0.165,0.025,123,128,147.59,18153.96,18891.92,2995.4,2644.87,0.0865,0.1108,0.01,5,737.9599999999991,-350.5300000000002
100303,Core,South Europe,Corporate,Midscale,78.2,1,0,0.165,0.0,198,222,154.97,30683.49,34402.7,5062.78,5676.44,0.0785,0.053,0.01,24,3719.2099999999955,613.6599999999999
100304,Long Tail,North Europe,Affiliate,Upscale,75.1,0,0,0.15,0.0,113,105,207.39,23435.32,21776.18,3515.3,3266.43,0.0934,0.0987,0.01,-8,-1659.1399999999994,-248.87000000000035
100305,Core,North Europe,Mobile,Budget,76.7,1,0,0.165,0.0,162,132,113.22,18341.18,14944.66,3026.29,2465.87,0.122,0.1231,0.01,-30,-3396.5200000000004,-560.4200000000001
100306,Core,South Europe,Mobile,Upscale,80.3,1,0,0.165,0.0,271,291,278.93,75589.66,81168.23,12472.29,13392.76,0.1142,0.1062,0.01,20,5578.569999999992,920.4699999999993
100307,Core,West Europe,Corporate,Midscale,94.0,1,1,0.165,0.025,318,309,169.04,53753.7,52232.36,8869.36,7312.53,0.0389,0.0602,0.025,-9,-1521.3399999999965,-1556.8300000000008
100308,Core,West Europe,Direct,Midscale,82.2,1,1,0.165,0.025,136,117,102.41,13927.86,11982.06,2298.1,1677.49,0.1295,0.1507,0.025,-19,-1945.800000000001,-620.6099999999999
100309,Growth,West Europe,Direct,Midscale,85.3,1,0,0.155,0.0,73,72,114.96,8391.77,8276.81,1300.72,1282.91,0.1094,0.0967,0.025,-1,-114.96000000000095,-17.809999999999945
100310,Core,South Europe,Affiliate,Budget,89.7,1,0,0.165,0.0,201,223,84.28,16940.88,18795.11,2795.25,3101.19,0.0765,0.0805,0.01,22,1854.2299999999996,305.94000000000005
100311,Core,Central Europe,Affiliate,Midscale,66.3,0,0,0.165,0.0,84,74,128.99,10835.32,9545.4,1787.83,1574.99,0.0765,0.0909,0.01,-10,-1289.92,-212.83999999999992
100312,Growth,West Europe,Direct,Budget,85.5,1,0,0.155,0.0,303,367,74.17,22473.72,27220.64,3483.43,4219.2,0.1113,0.1086,0.01,64,4746.919999999998,735.77
100313,Core,West Europe,Affiliate,Midscale,75.1,1,0,0.165,0.0,190,176,122.18,23214.94,21504.37,3830.47,3548.22,0.1085,0.0981,0.025,-14,-1710.5699999999997,-282.25
100314,Core,West Europe,Direct,Midscale,52.8,0,0,0.165,0.0,91,92,74.08,6741.72,6815.8,1112.38,1124.61,0.0848,0.0827,0.025,1,74.07999999999993,12.22999999999979
100315,Core,West Europe,Corporate,Midscale,56.7,0,0,0.165,0.0,125,111,140.3,17537.53,15573.33,2893.69,2569.6,0.1112,0.1214,0.025,-14,-1964.199999999999,-324.09000000000015
100316,Core,West Europe,Direct,Budget,67.8,1,1,0.165,0.025,118,123,72.87,8599.05,8963.41,1418.84,1254.88,0.1828,0.1965,0.01,5,364.3600000000006,-163.9599999999998
100317,Premium,West Europe,Direct,Budget,83.3,0,0,0.175,0.0,182,180,72.38,13173.71,13028.94,2305.4,2280.06,0.0878,0.0948,0.01,-2,-144.76999999999862,-25.340000000000146
100318,Core,South Europe,Direct,Budget,79.1,1,1,0.165,0.025,95,86,87.79,8339.92,7549.82,1376.09,1056.98,0.0735,0.1068,0.01,-9,-790.1000000000004,-319.1099999999999
100319,Long Tail,North Europe,Direct,Budget,79.8,0,0,0.15,0.0,215,270,80.07,17215.49,21619.45,2582.32,3242.92,0.0661,0.069,0.01,55,4403.959999999999,660.5999999999999
100320,Long Tail,North Europe,Direct,Midscale,97.5,0,0,0.15,0.0,103,98,96.5,9939.01,9456.54,1490.85,1418.48,0.116,0.1092,0.01,-5,-482.46999999999935,-72.36999999999989
100321,Core,North Europe,Direct,Budget,65.3,0,0,0.165,0.0,180,172,61.62,11092.0,10599.02,1830.18,1748.84,0.1286,0.1218,0.01,-8,-492.97999999999956,-81.34000000000015
100322,Core,Central Europe,Direct,Upscale,77.7,1,0,0.165,0.0,228,248,251.1,57251.53,62273.6,9446.5,10275.14,0.1288,0.1471,0.01,20,5022.07,828.6399999999994
100323,Core,South Europe,Direct,Budget,81.0,1,1,0.165,0.025,292,350,69.64,20334.41,24373.44,3355.18,3412.28,0.0962,0.1285,0.01,58,4039.029999999999,57.100000000000364
100324,Long Tail,North Europe,Direct,Budget,70.6,0,0,0.15,0.0,129,142,87.8,11326.45,12467.87,1698.97,1870.18,0.1329,0.1387,0.01,13,1141.42,171.21000000000004
100325,Core,Central Europe,Direct,Upscale,78.3,1,0,0.165,0.0,179,160,253.26,45332.89,40521.02,7479.93,6685.97,0.0718,0.0926,0.01,-19,-4811.870000000003,-793.96
100326,Premium,West Europe,Direct,Budget,62.0,0,0,0.175,0.0,219,223,96.91,21224.15,21611.8,3714.23,3782.07,0.1152,0.1234,0.01,4,387.6499999999978,67.84000000000015
100327,Core,West Europe,Direct,Midscale,92.1,1,0,0.165,0.0,145,120,131.72,19098.95,15806.02,3151.33,2607.99,0.0848,0.0689,0.025,-25,-3292.9300000000003,-543.3400000000001
100328,Core,Central Europe,Direct,Upscale,71.2,1,1,0.165,0.025,129,144,148.36,19139.01,21364.48,3157.94,2991.03,0.1355,0.1454,0.01,15,2225.470000000001,-166.90999999999985
100329,Core,North Europe,Direct,Upscale,98.0,1,0,0.165,0.0,202,172,259.69,52456.93,44666.3,8655.39,7369.94,0.0791,0.0701,0.01,-30,-7790.629999999997,-1285.4499999999998
100330,Premium,North Europe,Direct,Midscale,77.7,0,0,0.175,0.0,99,92,139.55,13815.17,12838.34,2417.65,2246.71,0.0781,0.08,0.01,-7,-976.8299999999999,-170.94000000000005
100331,Growth,South Europe,Mobile,Budget,88.3,1,0,0.155,0.0,180,180,97.39,17530.37,17530.37,2717.21,2717.21,0.0835,0.0862,0.01,0,0.0,0.0
100332,Premium,North Europe,Corporate,Midscale,77.5,0,0,0.175,0.0,201,209,145.84,29313.24,30479.94,5129.82,5333.99,0.052,0.0368,0.01,8,1166.699999999997,204.17000000000007
100333,Long Tail,South Europe,Corporate,Upscale,77.7,0,0,0.15,0.0,249,243,240.47,59877.96,58435.12,8981.69,8765.27,0.0357,0.0252,0.01,-6,-1442.8399999999965,-216.42000000000007
100334,Growth,North Europe,Affiliate,Upscale,72.2,1,1,0.155,0.025,316,389,195.9,61904.45,76205.16,9595.19,9906.67,0.1206,0.1225,0.01,73,14300.710000000006,311.47999999999956
100335,Core,North Europe,Affiliate,Budget,79.2,1,1,0.165,0.025,230,253,49.16,11306.56,12437.22,1865.58,1741.21,0.0826,0.0829,0.01,23,1130.6599999999999,-124.36999999999989
100336,Growth,North Europe,Direct,Midscale,81.2,1,0,0.155,0.0,297,314,119.17,35394.21,37420.14,5486.1,5800.12,0.0833,0.1071,0.01,17,2025.9300000000003,314.0199999999995
100337,Premium,West Europe,Mobile,Budget,70.2,0,0,0.175,0.0,156,139,77.72,12124.15,10802.93,2121.73,1890.51,0.1228,0.1116,0.01,-17,-1321.2199999999993,-231.22000000000003
100338,Growth,North Europe,Mobile,Budget,76.7,1,1,0.155,0.025,223,278,98.14,21884.68,27282.24,3392.12,3546.69,0.1296,0.1149,0.01,55,5397.560000000001,154.57000000000016
100339,Long Tail,North Europe,Mobile,Midscale,71.9,0,0,0.15,0.0,164,152,151.56,24856.05,23037.31,3728.41,3455.6,0.1135,0.0999,0.01,-12,-1818.739999999998,-272.80999999999995
100340,Growth,Central Europe,Mobile,Budget,98.0,1,0,0.155,0.0,170,197,61.7,10488.57,12154.41,1625.73,1883.93,0.1193,0.1269,0.01,27,1665.8400000000001,258.20000000000005
100341,Long Tail,West Europe,Direct,Midscale,77.1,0,0,0.15,0.0,75,89,86.9,6517.62,7734.24,977.64,1160.14,0.1069,0.1064,0.025,14,1216.62,182.5000000000001
100342,Premium,West Europe,Mobile,Budget,93.5,0,0,0.175,0.0,297,311,65.6,19483.13,20401.53,3409.55,3570.27,0.0837,0.073,0.01,14,918.3999999999978,160.7199999999998
100343,Core,North Europe,Mobile,Midscale,76.0,1,1,0.165,0.025,115,130,137.45,15806.8,17868.56,2608.12,2501.6,0.1015,0.1257,0.01,15,2061.760000000002,-106.51999999999998
100344,Premium,West Europe,Direct,Budget,80.6,0,0,0.175,0.0,293,212,78.72,23064.96,16688.64,4036.37,2920.51,0.0583,0.0488,0.01,-81,-6376.32,-1115.8599999999997
100345,Premium,West Europe,Corporate,Midscale,64.8,0,0,0.175,0.0,315,309,160.82,50657.79,49692.88,8865.11,8696.25,0.1319,0.1355,0.025,-6,-964.9100000000035,-168.86000000000058
100346,Long Tail,South Europe,Direct,Budget,73.5,0,0,0.15,0.0,90,99,60.18,5416.39,5958.03,812.46,893.71,0.0372,0.0694,0.01,9,541.6399999999994,81.25
100347,Growth,North Europe,Corporate,Upscale,80.1,1,0,0.155,0.0,158,171,228.62,36122.13,39094.2,5598.93,6059.6,0.0763,0.0829,0.01,13,2972.0699999999997,460.6700000000001
100348,Core,Central Europe,Mobile,Budget,93.9,1,1,0.165,0.025,313,290,91.51,28643.14,26538.37,4726.12,3715.37,0.0763,0.0898,0.01,-23,-2104.7700000000004,-1010.75
100349,Growth,Central Europe,Direct,Midscale,80.2,1,0,0.155,0.0,223,217,110.5,24641.66,23978.66,3819.46,3716.69,0.0711,0.0631,0.01,-6,-663.0,-102.76999999999998
100350,Core,North Europe,Mobile,Budget,91.8,1,1,0.165,0.025,294,237,75.93,22323.9,17995.8,3683.44,2519.41,0.0667,0.0733,0.01,-57,-4328.100000000002,-1164.0300000000002
100351,Growth,North Europe,Direct,Budget,84.4,1,1,0.155,0.025,206,233,81.45,16777.84,18976.88,2600.57,2466.99,0.1322,0.1404,0.01,27,2199.040000000001,-133.58000000000038
100352,Core,North Europe,Mobile,Budget,94.3,1,0,0.165,0.0,205,170,81.57,16722.67,13867.58,2759.24,2288.15,0.1029,0.111,0.01,-35,-2855.0899999999983,-471.0899999999997
100353,Core,South Europe,Mobile,Budget,77.4,1,1,0.165,0.025,197,224,105.63,20809.49,23661.55,3433.57,3312.62,0.0768,0.0812,0.01,27,2852.0599999999977,-120.95000000000027
100354,Core,North Europe,Affiliate,Budget,98.0,1,0,0.165,0.0,387,428,45.0,17415.0,19260.0,2873.48,3177.9,0.0594,0.0739,0.01,41,1845.0,304.4200000000001
100355,Core,Central Europe,Mobile,Midscale,73.1,1,1,0.165,0.025,251,249,135.17,33927.73,33657.39,5598.08,4712.03,0.0668,0.057,0.01,-2,-270.3400000000038,-886.0500000000002
100356,Premium,South Europe,Direct,Midscale,70.3,0,0,0.175,0.0,174,182,83.59,14544.95,15213.69,2545.37,2662.4,0.1195,0.1288,0.01,8,668.7399999999998,117.0300000000002
100357,Premium,Central Europe,Direct,Budget,65.9,0,0,0.175,0.0,234,229,66.8,15631.67,15297.66,2735.54,2677.09,0.1005,0.1041,0.01,-5,-334.0100000000002,-58.44999999999982
100358,Core,West Europe,Direct,Midscale,98.0,1,0,0.165,0.0,199,203,151.79,30206.88,30814.05,4984.13,5084.32,0.03,0.0279,0.025,4,607.1699999999983,100.1899999999996
100359,Core,Central Europe,Direct,Midscale,86.2,1,0,0.165,0.0,172,154,100.89,17353.85,15537.75,2863.39,2563.73,0.0867,0.0753,0.01,-18,-1816.0999999999985,-299.65999999999985
100360,Long Tail,North Europe,Direct,Budget,74.7,0,0,0.15,0.0,155,164,72.79,11282.82,11937.95,1692.42,1790.69,0.108,0.1063,0.01,9,655.130000000001,98.26999999999998
100361,Growth,West Europe,Direct,Midscale,90.5,1,1,0.155,0.025,259,241,142.45,36893.66,34329.62,5718.52,4462.85,0.1035,0.1087,0.025,-18,-2564.040000000001,-1255.67
100362,Growth,West Europe,Direct,Budget,84.9,1,0,0.155,0.0,159,133,90.79,14436.26,12075.61,2237.62,1871.72,0.0839,0.0778,0.01,-26,-2360.6499999999996,-365.89999999999986
100363,Growth,Central Europe,Direct,Budget,97.7,1,1,0.155,0.025,248,269,78.69,19515.68,21168.22,3024.93,2751.87,0.0622,0.0535,0.01,21,1652.5400000000009,-273.05999999999995
100364,Core,South Europe,Mobile,Midscale,62.5,0,0,0.165,0.0,144,141,120.84,17401.43,17038.9,2871.24,2811.42,0.1602,0.1472,0.01,-3,-362.52999999999884,-59.81999999999971
100365,Core,Central Europe,Direct,Upscale,75.3,1,1,0.165,0.025,224,237,234.08,52433.91,55476.95,8651.6,7766.77,0.0964,0.0767,0.01,13,3043.0399999999936,-884.8299999999999
100366,Premium,North Europe,Mobile,Upscale,73.4,0,0,0.175,0.0,187,176,193.75,36231.54,34100.27,6340.52,5967.55,0.1165,0.1202,0.01,-11,-2131.270000000004,-372.97000000000025
100367,Core,Central Europe,Direct,Upscale,58.3,0,0,0.165,0.0,159,186,216.87,34482.05,40337.49,5689.54,6655.69,0.1018,0.0873,0.01,27,5855.439999999995,966.1499999999996
100368,Core,West Europe,Direct,Midscale,88.6,1,0,0.165,0.0,177,180,158.08,27980.85,28455.1,4616.84,4695.09,0.0988,0.0961,0.025,3,474.25,78.25
100369,Long Tail,West Europe,Affiliate,Budget,75.3,0,0,0.15,0.0,67,68,75.69,5070.96,5146.65,760.64,772.0,0.0599,0.0711,0.01,1,75.6899999999996,11.360000000000014
100370,Premium,Central Europe,Direct,Budget,85.4,0,0,0.175,0.0,428,436,99.66,42655.12,43452.41,7464.65,7604.17,0.0736,0.0585,0.01,8,797.2900000000009,139.52000000000044
100371,Core,West Europe,Direct,Budget,98.0,1,0,0.165,0.0,225,245,90.27,20311.82,22117.31,3351.45,3649.36,0.0409,0.0281,0.01,20,1805.4900000000016,297.9100000000003
100372,Core,West Europe,Affiliate,Budget,74.5,1,1,0.165,0.025,329,358,98.38,32367.33,35220.37,5340.61,4930.85,0.0821,0.1494,0.01,29,2853.040000000001,-409.7599999999993
100373,Core,South Europe,Direct,Budget,73.8,1,1,0.165,0.025,195,210,67.85,13229.96,14247.65,2182.94,1994.67,0.1293,0.1522,0.01,15,1017.6900000000005,-188.26999999999998
100374,Growth,North Europe,Direct,Midscale,79.2,1,0,0.155,0.0,275,293,138.28,38026.2,40515.19,5894.06,6279.85,0.0767,0.0686,0.01,18,2488.9900000000052,385.78999999999996
100375,Growth,West Europe,Affiliate,Budget,87.9,1,0,0.155,0.0,182,152,64.61,11758.22,9820.05,1822.52,1522.11,0.1003,0.1063,0.01,-30,-1938.17,-300.4100000000001
100376,Long Tail,North Europe,Direct,Budget,72.3,0,0,0.15,0.0,102,86,72.13,7356.99,6202.95,1103.55,930.44,0.1376,0.1407,0.01,-16,-1154.04,-173.1099999999999
100377,Core,North Europe,Mobile,Midscale,71.7,1,1,0.165,0.025,185,190,143.28,26506.97,27223.37,4373.65,3811.27,0.0997,0.1196,0.01,5,716.3999999999978,-562.3799999999997
100378,Core,Central Europe,Direct,Midscale,88.6,1,1,0.165,0.025,361,367,121.09,43712.54,44439.07,7212.57,6221.47,0.1064,0.0949,0.01,6,726.5299999999988,-991.0999999999995
100379,Premium,South Europe,Corporate,Upscale,81.8,0,0,0.175,0.0,175,184,290.89,50906.51,53524.56,8908.64,9366.8,0.1024,0.097,0.01,9,2618.0499999999956,458.15999999999985
100380,Core,West Europe,Mobile,Budget,57.6,0,0,0.165,0.0,78,78,75.58,5895.56,5895.56,972.77,972.77,0.119,0.1147,0.01,0,0.0,0.0
100381,Long Tail,West Europe,Corporate,Midscale,65.7,0,0,0.15,0.0,173,182,148.98,25773.75,27114.58,3866.06,4067.19,0.1257,0.1058,0.025,9,1340.8300000000017,201.1300000000001
100382,Premium,West Europe,Mobile,Budget,93.0,0,0,0.175,0.0,342,304,90.2,30847.88,27420.34,5398.38,4798.56,0.1227,0.1224,0.01,-38,-3427.540000000001,-599.8199999999997
100383,Core,South Europe,Direct,Midscale,82.0,1,1,0.165,0.025,173,179,138.98,24043.37,24877.24,3967.16,3482.81,0.0729,0.0794,0.01,6,833.8700000000026,-484.3499999999999
100384,Core,Central Europe,Affiliate,Budget,70.4,1,0,0.165,0.0,363,319,59.56,21619.55,18999.0,3567.23,3134.84,0.0778,0.0785,0.01,-44,-2620.5499999999993,-432.3899999999999
100385,Long Tail,Central Europe,Direct,Budget,76.3,0,0,0.15,0.0,262,271,88.85,23279.95,24079.64,3491.99,3611.95,0.0698,0.0829,0.01,9,799.6899999999987,119.96000000000004
100386,Premium,West Europe,Mobile,Midscale,78.1,0,0,0.175,0.0,119,99,156.14,18580.97,15458.12,3251.67,2705.17,0.118,0.125,0.025,-20,-3122.8500000000004,-546.5
100387,Long Tail,West Europe,Affiliate,Budget,85.4,0,0,0.15,0.0,110,113,75.74,8331.93,8559.17,1249.79,1283.87,0.1134,0.1127,0.01,3,227.23999999999978,34.07999999999993
100388,Growth,West Europe,Direct,Budget,64.4,0,0,0.155,0.0,192,167,84.27,16179.7,14072.97,2507.85,2181.31,0.095,0.0875,0.01,-25,-2106.7300000000014,-326.53999999999996
100389,Long Tail,West Europe,Corporate,Upscale,69.6,0,0,0.15,0.0,145,140,195.46,28341.57,27364.27,4251.24,4104.64,0.0493,0.0434,0.01,-5,-977.2999999999993,-146.59999999999945
100390,Core,West Europe,Direct,Budget,80.7,1,1,0.165,0.025,218,243,80.02,17443.48,19443.88,2878.17,2722.14,0.0734,0.0622,0.01,25,2000.4000000000015,-156.0300000000002
100391,Growth,South Europe,Affiliate,Midscale,77.0,1,1,0.155,0.025,215,240,142.44,30625.03,34186.08,4746.88,4444.19,0.1081,0.1218,0.01,25,3561.050000000003,-302.6900000000005
100392,Core,West Europe,Mobile,Midscale,83.7,1,0,0.165,0.0,137,117,145.24,19897.38,16992.66,3283.07,2803.79,0.0853,0.0871,0.025,-20,-2904.720000000001,-479.2800000000002
100393,Premium,West Europe,Direct,Budget,65.7,0,0,0.175,0.0,263,247,85.99,22616.13,21240.24,3957.82,3717.04,0.1115,0.1321,0.01,-16,-1375.8899999999994,-240.7800000000002
100394,Growth,West Europe,Affiliate,Midscale,81.6,1,0,0.155,0.0,272,235,130.37,35461.82,30637.97,5496.58,4748.88,0.0763,0.0826,0.025,-37,-4823.8499999999985,-747.6999999999998
100395,Core,West Europe,Mobile,Budget,88.9,1,0,0.165,0.0,293,248,82.53,24180.74,20466.97,3989.82,3377.05,0.1066,0.0962,0.01,-45,-3713.7700000000004,-612.77
100396,Premium,North Europe,Direct,Midscale,82.9,0,0,0.175,0.0,158,160,105.69,16699.56,16910.95,2922.42,2959.42,0.0965,0.0792,0.01,2,211.38999999999942,37.0
100397,Core,North Europe,Affiliate,Budget,79.4,1,1,0.165,0.025,184,200,106.06,19514.18,21211.06,3219.84,2969.55,0.1064,0.1178,0.01,16,1696.880000000001,-250.28999999999996
100398,Core,South Europe,Direct,Budget,77.0,1,0,0.165,0.0,164,171,93.01,15253.4,15904.46,2516.81,2624.24,0.0984,0.1081,0.01,7,651.0599999999995,107.42999999999984
100399,Core,West Europe,Mobile,Budget,69.7,1,1,0.165,0.025,117,127,99.0,11583.44,12573.48,1911.27,1760.29,0.1157,0.1371,0.01,10,990.039999999999,-150.98000000000002
100400,Core,North Europe,Direct,Upscale,77.3,1,1,0.165,0.025,180,186,251.27,45229.41,46737.06,7462.85,6543.19,0.1056,0.115,0.01,6,1507.6499999999942,-919.6600000000008
100401,Long Tail,West Europe,Corporate,Midscale,90.6,0,0,0.15,0.0,99,97,168.19,16650.92,16314.53,2497.64,2447.18,0.0561,0.054,0.025,-2,-336.3899999999976,-50.460000000000036
100402,Premium,South Europe,Mobile,Upscale,76.8,0,0,0.175,0.0,141,127,200.44,28262.22,25456.04,4945.89,4454.81,0.104,0.1126,0.01,-14,-2806.1800000000003,-491.0799999999999
100403,Growth,West Europe,Direct,Midscale,69.1,1,0,0.155,0.0,263,253,139.84,36777.21,35378.84,5700.47,5483.72,0.123,0.1038,0.025,-10,-1398.3700000000026,-216.75
100404,Long Tail,Central Europe,Direct,Midscale,73.1,0,0,0.15,0.0,110,97,123.7,13607.34,11999.2,2041.1,1799.88,0.1277,0.1469,0.01,-13,-1608.1399999999994,-241.2199999999998
100405,Long Tail,Central Europe,Affiliate,Midscale,80.0,0,0,0.15,0.0,104,96,95.61,9943.22,9178.36,1491.48,1376.75,0.1015,0.0882,0.01,-8,-764.8599999999988,-114.73000000000002
100406,Core,South Europe,Mobile,Upscale,74.3,1,1,0.165,0.025,288,300,208.95,60178.51,62685.95,9929.45,8776.03,0.0734,0.097,0.01,12,2507.439999999995,-1153.42
100407,Premium,South Europe,Direct,Midscale,82.9,0,0,0.175,0.0,307,304,87.21,26773.97,26512.34,4685.45,4639.66,0.0677,0.0644,0.01,-3,-261.630000000001,-45.789999999999964
100408,Growth,North Europe,Direct,Midscale,83.2,1,1,0.155,0.025,100,137,122.79,12279.46,16822.85,1903.32,2186.97,0.0766,0.066,0.01,37,4543.389999999999,283.64999999999986
100409,Long Tail,Central Europe,Direct,Midscale,86.9,0,0,0.15,0.0,164,144,133.8,21942.95,19266.98,3291.44,2890.05,0.0882,0.0853,0.01,-20,-2675.970000000001,-401.3899999999999
100410,Core,West Europe,Corporate,Midscale,92.2,1,0,0.165,0.0,249,246,140.07,34877.62,34457.41,5754.81,5685.47,0.0745,0.0775,0.025,-3,-420.2099999999991,-69.34000000000015
100411,Core,Central Europe,Affiliate,Budget,88.0,1,1,0.165,0.025,191,173,63.18,12067.32,10930.09,1991.11,1530.21,0.0542,0.0418,0.01,-18,-1137.2299999999996,-460.89999999999986
100412,Growth,South Europe,Mobile,Midscale,68.7,1,1,0.155,0.025,181,192,94.56,17116.24,18156.45,2653.02,2360.34,0.0755,0.0525,0.01,11,1040.2099999999991,-292.67999999999984
100413,Long Tail,North Europe,Affiliate,Budget,69.0,0,0,0.15,0.0,67,65,81.19,5439.56,5277.18,815.93,791.58,0.0509,0.0678,0.01,-2,-162.3800000000001,-24.34999999999991
100414,Growth,North Europe,Corporate,Upscale,77.2,1,0,0.155,0.0,418,450,274.39,114693.73,123474.11,17777.53,19138.49,0.03,0.034,0.01,32,8780.380000000005,1360.9600000000028
100415,Growth,South Europe,Direct,Midscale,73.5,1,1,0.155,0.025,193,204,117.99,22772.45,24070.36,3529.73,3129.15,0.0951,0.0784,0.01,11,1297.9099999999999,-400.5799999999999
100416,Growth,West Europe,Direct,Upscale,66.6,0,0,0.155,0.0,225,221,264.74,59566.21,58507.25,9232.76,9068.62,0.164,0.1651,0.01,-4,-1058.9599999999991,-164.13999999999942
100417,Premium,North Europe,Corporate,Midscale,73.6,0,0,0.175,0.0,218,210,108.3,23609.56,22743.16,4131.67,3980.05,0.1432,0.1561,0.01,-8,-866.4000000000015,-151.6199999999999
100418,Growth,South Europe,Corporate,Midscale,73.3,1,1,0.155,0.025,161,156,141.62,22801.07,22092.96,3534.17,2872.08,0.0741,0.0918,0.01,-5,-708.1100000000006,-662.0900000000001
100419,Long Tail,Central Europe,Direct,Budget,71.3,0,0,0.15,0.0,170,160,82.89,14092.04,13263.1,2113.81,1989.47,0.1045,0.098,0.01,-10,-828.9400000000005,-124.33999999999992
